Fecha;Temperatura_Abrigo_150cm;Humedad_Media;Presion_Media;Radiacion_Global
2024-07-21 00:00:00.0;19.71806;90;1006.747;16.69056
2024-07-22 00:00:00.0;16.97778;98;1009.514;12.22608
2024-07-23 00:00:00.0;19.3125;87;1007.083;16.77576
2024-07-24 00:00:00.0;21.02846;85;1004.577;10.70724
2024-07-25 00:00:00.0;19.45208;78;1005.789;20.27124
2024-07-26 00:00:00.0;18.47916;92;1003.822;15.20142
2024-07-27 00:00:00.0;19.26111;95;1004.539;14.71254
2024-07-28 00:00:00.0;17.34583;98;1007.481;12.59424
2024-07-29 00:00:00.0;10.83542;80;1016.239;18.01524
2024-07-30 00:00:00.0;9.930556;94;1011.454;19.04118
2024-07-31 00:00:00.0;16.11111;95;1004.119;12.21432
2024-08-01 00:00:00.0;22.61679;83;998.274;16.96075
2024-08-02 00:00:00.0;25.7132;70;993.5704;17.64534
2024-08-03 00:00:00.0;24.40139;76;996.5248;14.36568
2024-08-04 00:00:00.0;15.34931;100;1003.841;7.098179
2024-08-05 00:00:00.0;19.78194;97;1001.44;12.534
2024-08-06 00:00:00.0;20.73819;98;998.2613;7.331942
2024-08-07 00:00:00.0;14.7;100;1002.893;2.96424
2024-08-08 00:00:00.0;9.686111;92;1009.523;19.32677
2024-08-09 00:00:00.0;10.10556;91;1013.529;20.18105
2024-08-10 00:00:00.0;8.909029;80;1009.872;22.6761
2024-08-11 00:00:00.0;12.2257;72;1009.841;21.80724
2024-08-12 00:00:00.0;10.05486;76;1015.131;23.00586
2024-08-13 00:00:00.0;10.17569;77;1011.128;23.59248
2024-08-14 00:00:00.0;13.16528;78;1005.579;23.95386
2024-08-15 00:00:00.0;17.66945;82;1002.954;21.72744
2024-08-16 00:00:00.0;18.76805;88;1001.881;16.67628
2024-08-17 00:00:00.0;16.28958;95;1001.995;13.82364
2024-08-18 00:00:00.0;16.32708;100;1001.549;9.676679
2024-08-19 00:00:00.0;17.54375;98;1003.518;13.37976
2024-08-20 00:00:00.0;17.73958;100;1003.663;5.180521
2024-08-21 00:00:00.0;17.08741;100;999.4432;0.4647
2024-08-22 00:00:00.0;11.6056;100;1003.557;5.0667
2024-08-24 00:00:00.0;9.74789;87;1015.663;24.77334
2024-08-25 00:00:00.0;8.922225;89;1019.34;22.38918
2024-08-26 00:00:00.0;10.36528;88;1014.624;25.63944
2024-08-27 00:00:00.0;11.79028;84;1012.907;26.40336
2024-08-28 00:00:00.0;15.29167;86;1008.541;25.46808
2024-08-29 00:00:00.0;15.38194;99;1007.519;5.63142
2024-08-30 00:00:00.0;17.41041;98;1002.904;9.062522
2024-08-31 00:00:00.0;15.95416;96;1006.331;14.52528
2024-09-01 00:00:00.0;13.55278;93;1009.397;20.1507
2024-09-02 00:00:00.0;13.78195;90;1001.886;27.3438
2024-09-03 00:00:00.0;17.49231;86;1001.822;24.52512
2024-09-04 00:00:00.0;14.71806;100;1007.392;8.4915
2024-09-05 00:00:00.0;13.47778;86;1011.28;28.6464
2024-09-06 00:00:00.0;15.36389;86;1001.278;26.27004
2024-09-07 00:00:00.0;17.64306;94;1000.395;19.39914
2024-09-08 00:00:00.0;18.82223;99;1001.406;9.593821
2024-09-09 00:00:00.0;18.59583;99;999.4688;9.60486
2024-09-10 00:00:00.0;19.22709;98;995.5798;15.45324
2024-09-11 00:00:00.0;19.14167;100;996.637;5.28432
2024-09-12 00:00:00.0;14.93125;100;1000.864;6.156301
2024-09-13 00:00:00.0;15.7375;100;1001.914;7.206601
2024-09-14 00:00:00.0;17.0743;86;1009.491;26.85996
2024-09-15 00:00:00.0;15.94028;86;1010.679;29.18142
2024-09-16 00:00:00.0;16.38472;85;1011.113;31.10928
2024-09-17 00:00:00.0;18.87848;85;1005.151;30.6786
2024-09-18 00:00:00.0;21.47291;85;1000.707;29.35871
2024-09-19 00:00:00.0;23.74722;89;992.6345;16.55365
2024-09-20 00:00:00.0;24.07361;89;999.0752;26.51802
2024-09-21 00:00:00.0;21.50833;88;999.2678;30.4464
2024-09-22 00:00:00.0;25.79444;90;992.9189;22.31149
2024-09-23 00:00:00.0;27.31945;92;993.78;18.94854
2024-09-24 00:00:00.0;22.925;99;995.073;13.16916
2024-09-25 00:00:00.0;20.51458;100;997.8697;6.544079
2024-09-26 00:00:00.0;17.90417;100;1006.412;5.895781
2024-09-27 00:00:00.0;16.38542;94;1007.947;18.85968
2024-09-28 00:00:00.0;18.91667;87;1004.355;33.2055
2024-09-29 00:00:00.0;22.54583;84;999.7053;30.9459
2024-09-30 00:00:00.0;27.56249;82;992.3411;26.92506
2024-10-01 00:00:00.0;25.80694;93;992.813;20.70816
2024-10-02 00:00:00.0;19.0743;76;1004.582;30.78161
2024-10-03 00:00:00.0;15.0132;79;1010.414;34.49526
2024-10-04 00:00:00.0;16.34583;77;1007.467;35.55245
2024-10-05 00:00:00.0;20.18888;88;1003.501;23.83176
2024-10-06 00:00:00.0;24.53403;82;1001.376;28.8117
2024-10-07 00:00:00.0;19.55694;99;998.3268;4.15932
2024-10-08 00:00:00.0;19.04167;100;1001.458;4.421761
2024-10-09 00:00:00.0;19.9375;97;1003.952;13.12974
2024-10-10 00:00:00.0;18.55694;100;1000.518;6.968821
2024-10-11 00:00:00.0;20.91806;88;998.4961;27.222
2024-10-12 00:00:00.0;20.76666;85;1004.382;22.39818
2024-10-13 00:00:00.0;22.4257;86;1006.91;27.81294
2024-10-14 00:00:00.0;22.60625;96;1004.762;15.303
2024-10-15 00:00:00.0;20.82291;100;1003.277;5.75538
2024-10-16 00:00:00.0;21.52986;90;1003.33;28.97106
2024-10-17 00:00:00.0;21.45347;90;1001.909;22.09266
2024-10-18 00:00:00.0;21.05417;91;1004.331;24.89766
2024-10-19 00:00:00.0;21.35;87;1001.632;28.62714
2024-10-20 00:00:00.0;23.92846;88;997.3972;25.12212
2024-10-21 00:00:00.0;26.41875;88;1000.32;29.856
2024-10-22 00:00:00.0;27.95139;86;1001.061;25.82016
2024-10-23 00:00:00.0;29.47847;85;992.7778;31.05181
2024-10-24 00:00:00.0;23.73334;98;990.9105;13.89306
2024-10-25 00:00:00.0;21.57708;84;997.8357;23.26344
2024-10-26 00:00:00.0;17.11111;80;1007.487;25.04292
2024-10-27 00:00:00.0;18.49861;77;1007.948;25.12283
2024-10-28 00:00:00.0;20.94583;80;1005.071;26.93328
2024-10-29 00:00:00.0;22.99028;81;1003.817;26.46834
2024-10-30 00:00:00.0;23.23056;85;1001.121;25.8678
2024-10-31 00:00:00.0;25.05347;87;996.8367;27.17922
2024-11-01 00:00:00.0;24.13959;96;995.9724;16.07094
2024-11-02 00:00:00.0;25.80902;93;997.9958;22.1058
2024-11-03 00:00:00.0;24.575;97;999.5253;18.13452
2024-11-04 00:00:00.0;27.19167;89;997.8396;21.00888
2024-11-05 00:00:00.0;21.33472;98;1003.106;8.192821
2024-11-06 00:00:00.0;24.79514;93;998.9052;25.15746
2024-11-07 00:00:00.0;24.50764;93;1000.085;14.7516
2024-11-08 00:00:00.0;21.02014;88;1002.465;19.89726
2024-11-09 00:00:00.0;21.64722;83;1002.109;24.54108
2024-11-10 00:00:00.0;23.35;79;997.3598;25.40832
2024-11-11 00:00:00.0;20.10139;95;999.9811;8.75046
2024-11-13 00:00:00.0;20.10833;72;1002.138;24.74292
2024-11-14 00:00:00.0;23.09374;74;1001.519;25.01496
2024-11-15 00:00:00.0;24.62569;75;997.9541;24.50052
2024-11-16 00:00:00.0;28.11319;76;996.1981;26.26903
2024-11-17 00:00:00.0;24.59444;99;998.7191;2.49372
2024-11-18 00:00:00.0;23.22082;98;1002.073;14.59566
2024-11-19 00:00:00.0;20.93819;100;1001.09;4.01538
2024-11-20 00:00:00.0;21.21944;97;1003.151;18.7773
2024-11-21 00:00:00.0;20.92847;97;1004.073;19.06428
2024-11-22 00:00:00.0;22.93403;90;1003.438;16.62132
